"Name","Win Place","Kill Place","Kills","Bot Kills","Kill Streaks","Headshot Kills","Damage Dealt","Assists","Knocks","Heals","Boosts","Death Type","Revives","Team Kills","Longest Kill","Weapons Acquired","Time Survived","Distance Traveled ","Walk Distance ","Ride Distance ","Swim Distance ","Team Name"
"koszz","4","9","1","0","1","0","235.55037","1","1","1","5","byplayer","0","0","79.38838","5","1283","14028.7105","11553.91","2474.8005","-","4-vim_do_lite-llLordSparkll-koszz-Oboneco"
"Oboneco","4","20","0","0","0","0","0","0","0","1","4","byplayer","0","0","-","17","1060","13492.9883","10937.104","2555.8843","-","4-vim_do_lite-llLordSparkll-koszz-Oboneco"
"AnDreviZ","5","11","1","0","1","1","59.51447","1","1","5","3","byplayer","0","0","103.125946","15","1404","14984.639448","11629.341","3341.005","14.293448","5-AnDreviZ-nAsty--Spawnsbg-PrivacKadall"
"nAsty-","5","7","2","0","2","0","300.67075","1","1","1","9","byplayer","0","0","25.776325","7","1372","15722.047318","10908.733","4808.7466","4.567718","5-AnDreviZ-nAsty--Spawnsbg-PrivacKadall"
"Spawnsbg","5","10","1","0","1","0","83.10128","0","1","4","4","byplayer","0","0","91.98221","11","1528","15095.543557","11273.031","3808.7722","13.740357","5-AnDreviZ-nAsty--Spawnsbg-PrivacKadall"
"PrivacKadall","5","21","0","0","0","0","200.15","0","2","2","6","byplayer","2","0","-","11","1528","15082.0524324","11798.706","3279.1396","4.2068324","5-AnDreviZ-nAsty--Spawnsbg-PrivacKadall"
"Perobinha","6","2","4","0","1","0","527.32764","1","3","3","8","byplayer","0","0","187.90291","4","1410","9019.905994","9007.751","12.154994","-","6-Perobinha-AdriMau-xJMaRcox-Perobande"
"AdriMau","6","22","0","0","0","0","106.45192","0","0","7","6","byplayer","0","0","-","5","1344","9407.169","9407.169","-","-","6-Perobinha-AdriMau-xJMaRcox-Perobande"
"xJMaRcox","6","24","0","0","0","0","54.235847","0","0","0","3","byplayer","0","0","-","7","1044","8673.916","8673.916","-","-","6-Perobinha-AdriMau-xJMaRcox-Perobande"
"Perobande","6","23","0","0","0","0","168.37022","0","0","1","6","byplayer","0","0","-","10","1075","8626.872","8626.872","-","-","6-Perobinha-AdriMau-xJMaRcox-Perobande"
"JuizoFinaI","7","25","0","0","0","0","76.32","0","0","3","7","byplayer","0","0","-","8","1335","17771.605803","11357.91","6399.5024","14.193403","7-JuizoFinaI-Lukyne_marth3-XxWarlockLFxX"
"Lukyne_marth3","7","26","0","0","0","0","56.924446","0","0","10","5","byplayer","0","0","-","4","1335","17186.018774","12194.001","4975.537","16.480774","7-JuizoFinaI-Lukyne_marth3-XxWarlockLFxX"
"XxWarlockLFxX","7","12","1","0","1","1","100","0","1","1","3","byplayer","1","0","52.862526","8","1166","16896.400718","10559.449","6317.783","19.168718","7-JuizoFinaI-Lukyne_marth3-XxWarlockLFxX"
"MESTRE-MCS","8","27","0","0","0","0","0","0","0","8","2","byplayer","0","0","-","8","1139","17865.168","9061.121","8804.047","-","8-MESTRE-MCS-STRAT_FPS-Master_CTA"
"STRAT_FPS","8","28","0","0","0","0","0","0","0","8","7","byplayer","0","0","-","7","1129","16546.8795","10021.652","6525.2275","-","8-MESTRE-MCS-STRAT_FPS-Master_CTA"
"Master_CTA","8","13","1","0","1","1","147.37639","0","1","11","7","byplayer","0","0","11.74779","8","1335","23159.3777227","10307.716","12848.28","3.3817227","8-MESTRE-MCS-STRAT_FPS-Master_CTA"
"MatheusCenorao","9","30","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","4","1159","10075.004","10075.004","-","-","9-MatheusCenorao-DEXXX777-El_gasolino"
"DEXXX777","9","14","1","0","1","0","105.869354","0","1","4","5","byplayer","0","1","26.756523","7","1215","10171.508","10171.508","-","-","9-MatheusCenorao-DEXXX777-El_gasolino"
"El_gasolino","9","29","0","0","0","0","0","0","0","0","4","byplayer","0","0","-","7","1172","9621.41","9621.41","-","-","9-MatheusCenorao-DEXXX777-El_gasolino"
"sevenmaalkkj","10","34","0","0","0","0","0","0","0","5","0","byplayer","1","0","-","8","995","12932.5355","9422.117","3510.4185","-","10-sevenmaalkkj-BielCalvo00-LaygO_0-decops12"
"BielCalvo00","10","33","0","0","0","0","0","0","0","12","5","byzone","0","0","-","8","1177","14394.4632013","10135.364","4251.324","7.7752013","10-sevenmaalkkj-BielCalvo00-LaygO_0-decops12"
"LaygO_0","10","32","0","0","0","0","0","0","0","9","3","suicide","0","0","-","5","1186","14639.3984","9851.645","4787.7534","-","10-sevenmaalkkj-BielCalvo00-LaygO_0-decops12"
"decops12","10","31","0","0","0","0","0","0","1","10","3","suicide","0","0","-","10","1186","14792.3930035","10529.91","4257.6567","4.8263035","10-sevenmaalkkj-BielCalvo00-LaygO_0-decops12"
